1,1,1.00,279.47,105.60,82.06,1,3,1
1,2,390.40,148.27,71.40,46.86,1,3,1
1,3,603.73,123.73,310.34,249.54,1,5,1
2,1,1.00,283.95,90.03,79.08,1,3,1
2,2,381.87,150.83,73.74,46.86,1,3,1
2,3,616.75,124.37,279.18,242.07,1,5,1
3,1,1.00,288.43,74.45,76.09,1,3,1
3,2,373.33,153.39,76.10,46.86,1,3,1
3,3,626.56,121.81,280.04,235.67,1,5,1
4,1,1.00,292.91,58.88,73.10,1,3,1
4,2,364.80,155.95,78.44,46.86,1,3,1
4,3,636.37,119.25,280.90,229.27,1,5,1
5,1,1.00,297.39,43.31,70.12,1,3,1
5,2,356.27,158.51,80.78,46.86,1,3,1
5,3,646.19,116.69,281.74,222.87,1,5,1
6,1,1.00,301.87,27.73,67.13,1,3,1
6,2,347.73,161.07,83.14,46.86,1,3,1
6,3,656.00,114.13,282.60,216.47,1,5,1
6,4,653.87,49.07,59.66,31.93,1,3,1
7,2,340.05,164.27,81.86,47.08,1,3,1
7,3,663.25,110.93,278.76,214.55,1,5,1
7,4,650.24,50.77,59.45,32.57,1,3,1
8,2,332.37,167.47,80.58,47.29,1,3,1
8,3,670.51,107.73,274.92,212.63,1,5,1
8,4,646.61,52.48,59.24,33.21,1,3,1
9,2,324.69,170.67,79.30,47.50,1,3,1
9,3,677.76,104.53,271.08,210.71,1,5,1
9,4,642.99,54.19,59.02,33.85,1,3,1
10,2,317.01,173.87,78.02,47.72,1,3,1
10,3,685.01,101.33,275.99,208.79,1,5,1
10,4,639.36,55.89,58.81,34.49,1,3,1
11,2,309.33,177.07,76.74,47.93,1,3,1
11,3,692.27,98.13,268.73,206.87,1,5,1
11,4,635.73,57.60,58.60,35.13,1,3,1
12,2,299.09,180.91,79.51,48.36,1,3,1
12,3,699.73,95.15,261.27,204.52,1,5,1
12,4,631.04,59.31,58.17,34.49,1,3,1
13,2,288.85,184.75,82.28,48.78,1,3,1
13,3,707.20,92.16,253.80,202.17,1,5,1
13,4,626.35,61.01,57.74,33.85,1,3,1
14,2,278.61,188.59,85.06,49.21,1,3,1
14,3,714.67,89.17,246.33,199.83,1,5,1
14,4,621.65,62.72,57.32,33.21,1,3,1
15,2,268.37,192.43,87.83,49.64,1,3,1
15,3,722.13,86.19,238.87,197.48,1,5,1
15,4,616.96,64.43,56.89,32.57,1,3,1
16,2,258.13,196.27,90.60,50.06,1,3,1
16,3,729.60,83.20,231.40,195.13,1,5,1
16,4,612.27,66.13,56.46,31.93,1,3,1
17,2,248.53,200.11,90.60,49.85,1,3,1
17,3,736.43,82.56,224.57,192.79,1,5,1
17,4,607.57,68.05,57.32,32.36,1,3,1
18,2,238.93,203.95,90.60,49.64,1,3,1
18,3,743.25,81.92,217.75,190.44,1,5,1
18,4,602.88,69.97,58.17,32.79,1,3,1
19,2,229.33,207.79,90.60,49.42,1,3,1
19,3,750.08,81.28,210.92,188.09,1,5,1
19,4,598.19,71.89,59.02,33.22,1,3,1
20,2,219.73,211.63,90.60,49.21,1,3,1
20,3,756.91,80.64,204.09,185.75,1,5,1
20,4,593.49,73.81,59.88,33.64,1,3,1
21,2,210.13,215.47,90.60,49.00,1,3,1
