1,1,740.80,293.73,117.05,92.71,1,3,1
1,2,636.20,166.21,64.00,46.85,1,3,1
1,3,363.94,197.73,64.05,58.31,1,3,1
1,4,293.73,167.64,55.45,48.29,1,3,1
2,1,736.50,288.71,116.10,91.04,1,3,1
2,2,635.20,164.54,63.85,46.85,1,3,1
2,3,363.94,198.93,63.81,58.78,1,3,1
2,4,293.97,167.41,54.73,48.52,1,3,1
3,1,732.20,283.70,115.15,89.36,1,3,1
3,2,634.25,162.87,63.60,46.85,1,3,1
3,3,363.94,200.12,63.57,59.27,1,3,1
3,4,294.21,167.16,54.02,48.77,1,3,1
4,1,727.90,278.69,114.15,87.69,1,3,1
4,2,633.30,161.19,63.35,46.85,1,3,1
4,3,363.94,201.32,63.33,59.74,1,3,1
4,4,294.45,166.93,53.30,49.00,1,3,1
5,1,723.60,273.67,113.20,86.02,1,3,1
5,2,632.35,159.52,63.10,46.86,1,3,1
5,3,363.94,202.51,63.09,60.22,1,3,1
5,4,294.69,166.69,52.58,49.24,1,3,1
6,1,719.30,268.65,112.25,84.35,1,3,1
6,2,631.40,157.85,62.85,46.85,1,3,1
6,3,363.94,203.70,62.85,60.70,1,3,1
6,4,294.93,166.45,51.86,49.48,1,3,1
7,1,715.00,263.64,111.30,82.68,1,3,1
7,2,630.45,156.18,62.60,46.85,1,3,1
7,3,363.94,204.90,62.61,61.17,1,3,1
7,4,295.17,166.21,51.15,49.72,1,3,1
8,1,712.10,259.58,110.15,81.72,1,3,1
8,2,629.95,154.51,61.20,46.61,1,3,1
8,3,362.99,205.38,64.52,61.89,1,3,1
8,4,295.40,165.50,50.92,50.19,1,3,1
9,1,709.25,255.52,108.95,80.77,1,3,1
9,2,629.50,152.84,59.75,46.37,1,3,1
9,3,362.03,205.85,66.43,62.61,1,3,1
9,4,295.64,164.78,50.68,50.67,1,3,1
10,1,706.40,251.47,107.75,79.80,1,3,1
10,2,629.00,151.16,58.35,46.14,1,3,1
10,3,361.07,206.33,68.35,63.32,1,3,1
10,4,295.88,164.06,50.44,51.15,1,3,1
11,1,703.50,247.41,106.55,78.85,1,3,1
11,2,628.55,149.50,56.85,45.89,1,3,1
11,3,360.12,206.81,70.26,64.04,1,3,1
11,4,296.12,163.35,50.20,51.62,1,3,1
12,1,700.65,243.35,105.35,77.89,1,3,1
12,2,628.05,147.82,55.45,45.66,1,3,1
12,3,359.17,207.29,72.16,64.76,1,3,1
12,4,296.36,162.63,49.96,52.10,1,3,1
13,1,697.80,239.29,104.15,76.94,1,3,1
13,2,627.60,146.15,54.00,45.42,1,3,1
13,3,358.21,207.76,74.08,65.48,1,3,1
13,4,296.60,161.91,49.72,52.59,1,3,1
14,1,696.35,235.70,101.55,75.27,1,3,1
14,2,626.40,144.96,54.50,45.17,1,3,1
14,3,358.45,208.48,73.60,65.71,1,3,1
14,4,296.36,161.67,49.96,53.30,1,3,1
15,1,694.95,232.12,98.90,73.59,1,3,1
15,2,625.20,143.76,54.95,44.94,1,3,1
15,3,358.69,209.19,73.12,65.96,1,3,1
15,4,296.12,161.44,50.20,54.01,1,3,1
16,1,693.50,228.54,96.30,71.92,1,3,1
16,2,624.00,142.57,55.45,44.70,1,3,1
16,3,358.93,209.91,72.64,66.20,1,3,1
16,4,295.88,161.19,50.44,54.74,1,3,1
17,1,692.05,224.96,93.65,70.25,1,3,1
17,2,622.80,141.38,55.95,44.46,1,3,1
17,3,359.17,210.63,72.16,66.43,1,3,1
17,4,295.64,160.96,50.68,55.45,1,3,1
18,1,690.65,221.38,91.00,68.57,1,3,1
18,2,621.60,140.18,56.40,44.23,1,3,1
18,3,359.40,211.35,71.69,66.66,1,3,1
18,4,295.40,160.72,50.92,56.16,1,3,1
19,1,689.20,217.79,88.40,66.91,1,3,1
19,2,620.40,138.99,56.90,43.98,1,3,1
19,3,359.64,212.06,71.21,66.91,1,3,1
19,4,295.17,160.48,51.15,56.88,1,3,1
20,1,687.30,215.64,86.95,65.48,1,3,1
20,2,619.95,137.55,55.90,43.75,1,3,1
20,3,359.40,213.50,70.73,67.14,1,3,1
20,4,294.93,161.19,51.39,55.93,1,3,1
21,1,685.35,213.50,85.55,64.04,1,3,1
21,2,619.45,136.12,55.00,43.51,1,3,1
21,3,359.17,214.93,70.25,67.39,1,3,1
21,4,294.69,161.91,51.63,54.97,1,3,1
22,1,683.45,211.35,84.10,62.60,1,3,1
22,2,619.00,134.69,54.00,43.27,1,3,1
22,3,358.93,216.36,69.77,67.63,1,3,1
22,4,294.45,162.63,51.87,54.01,1,3,1
23,1,681.55,209.19,82.65,61.19,1,3,1
23,2,618.50,133.26,53.05,43.03,1,3,1
23,3,358.69,217.79,69.30,67.86,1,3,1
23,4,294.21,163.35,52.11,53.06,1,3,1
24,1,679.65,207.04,81.25,59.75,1,3,1
24,2,618.05,131.82,52.10,42.79,1,3,1
24,3,358.45,219.22,68.82,68.11,1,3,1
24,4,293.97,164.06,52.35,52.10,1,3,1
25,1,677.75,204.90,79.80,58.31,1,3,1
25,2,617.55,130.39,51.15,42.55,1,3,1
25,3,358.21,220.66,68.34,68.34,1,3,1
25,4,293.73,164.78,52.59,51.15,1,3,1
26,1,676.30,202.27,78.60,57.84,1,3,1
26,2,616.60,130.63,51.40,41.59,1,3,1
26,3,356.77,221.85,70.50,70.02,1,3,1
26,4,294.21,165.50,51.86,50.43,1,3,1
27,1,674.85,199.64,77.45,57.36,1,3,1
27,2,615.65,130.87,51.60,40.64,1,3,1
27,3,355.35,223.04,72.64,71.69,1,3,1
27,4,294.69,166.21,51.14,49.72,1,3,1
28,1,673.45,197.01,76.20,56.89,1,3,1
28,2,614.70,131.10,51.85,39.69,1,3,1
28,3,353.91,224.24,74.79,73.36,1,3,1
28,4,295.17,166.93,50.43,49.00,1,3,1
29,1,672.00,194.39,75.05,56.40,1,3,1
29,2,613.75,131.35,52.10,38.72,1,3,1
29,3,352.48,225.44,76.94,75.02,1,3,1
29,4,295.64,167.64,49.72,48.29,1,3,1
30,1,670.55,191.76,73.85,55.93,1,3,1
30,2,612.80,131.58,52.30,37.78,1,3,1
30,3,351.05,226.63,79.08,76.70,1,3,1
30,4,296.12,168.36,49.00,47.57,1,3,1
31,1,669.15,189.13,72.65,55.45,1,3,1
31,2,611.80,131.82,52.60,36.82,1,3,1
31,3,349.61,227.82,81.24,78.37,1,3,1
31,4,296.60,169.07,48.28,46.86,1,3,1
32,1,667.95,187.70,71.90,54.26,1,3,1
32,2,611.60,130.39,51.60,36.58,1,3,1
32,3,349.61,229.73,81.24,78.62,1,3,1
32,4,296.60,168.84,48.76,46.37,1,3,1
33,1,666.75,186.27,71.20,53.06,1,3,1
33,2,611.35,128.96,50.65,36.34,1,3,1
33,3,349.61,231.64,81.24,78.86,1,3,1
33,4,296.60,168.60,49.23,45.90,1,3,1
34,1,665.55,184.84,70.50,51.86,1,3,1
34,2,611.10,127.52,49.70,36.11,1,3,1
34,3,349.61,233.55,81.24,79.09,1,3,1
34,4,296.60,168.36,49.72,45.42,1,3,1
35,1,664.35,183.41,69.80,50.66,1,3,1
35,2,610.85,126.09,48.80,35.87,1,3,1
35,3,349.61,235.47,81.24,79.32,1,3,1
35,4,296.60,168.12,50.19,44.94,1,3,1
36,1,663.15,181.97,69.05,49.48,1,3,1
36,2,610.65,124.66,47.80,35.63,1,3,1
36,3,349.61,237.38,81.24,79.56,1,3,1
36,4,296.60,167.88,50.67,44.47,1,3,1
37,1,661.95,180.54,68.35,48.28,1,3,1
37,2,610.40,123.22,46.85,35.39,1,3,1
37,3,349.61,239.29,81.24,79.80,1,3,1
37,4,296.60,167.64,51.15,43.99,1,3,1
38,1,660.30,178.15,68.10,48.76,1,3,1
38,2,609.90,122.51,46.40,35.62,1,3,1
38,3,350.09,241.44,81.48,81.00,1,3,1
38,4,296.36,167.16,51.15,45.19,1,3,1
39,1,658.65,175.76,67.85,49.24,1,3,1
39,2,609.45,121.79,45.90,35.87,1,3,1
39,3,350.57,243.58,81.72,82.19,1,3,1
39,4,296.12,166.69,51.15,46.37,1,3,1
40,1,656.95,173.38,67.65,49.71,1,3,1
40,2,608.95,121.08,45.40,36.10,1,3,1
40,3,351.05,245.73,81.95,83.39,1,3,1
40,4,295.88,166.21,51.15,47.57,1,3,1
41,1,655.30,170.99,67.35,50.19,1,3,1
41,2,608.50,120.36,44.90,36.34,1,3,1
41,3,351.52,247.88,82.19,84.58,1,3,1
41,4,295.64,165.73,51.15,48.77,1,3,1
42,1,653.60,168.60,67.15,50.67,1,3,1
42,2,608.00,119.64,44.45,36.58,1,3,1
42,3,352.00,250.03,82.44,85.78,1,3,1
42,4,295.40,165.26,51.15,49.95,1,3,1
43,1,651.95,166.21,66.90,51.15,1,3,1
43,2,607.50,118.93,44.00,36.82,1,3,1
43,3,352.48,252.18,82.67,86.97,1,3,1
43,4,295.17,164.78,51.15,51.15,1,3,1
44,1,651.45,164.78,65.75,50.91,1,3,1
44,2,606.55,117.97,44.25,37.06,1,3,1
44,3,351.52,254.33,86.74,90.31,1,3,1
44,4,294.93,165.01,51.39,50.44,1,3,1
45,1,651.00,163.35,64.50,50.66,1,3,1
45,2,605.60,117.02,44.45,37.30,1,3,1
45,3,350.57,256.48,90.79,93.65,1,3,1
45,4,294.69,165.26,51.63,49.71,1,3,1
46,1,650.50,161.91,63.35,50.44,1,3,1
46,2,604.65,116.06,44.70,37.54,1,3,1
46,3,349.61,258.63,94.85,97.00,1,3,1
46,4,294.45,165.50,51.87,49.00,1,3,1
47,1,650.05,160.48,62.10,50.19,1,3,1
47,2,603.70,115.11,44.95,37.77,1,3,1
47,3,348.65,260.77,98.92,100.35,1,3,1
47,4,294.21,165.73,52.11,48.28,1,3,1
48,1,649.55,159.04,60.95,49.96,1,3,1
48,2,602.75,114.15,45.20,38.01,1,3,1
48,3,347.70,262.93,102.97,103.68,1,3,1
48,4,293.97,165.97,52.35,47.57,1,3,1
49,1,649.05,157.61,59.75,49.72,1,3,1
49,2,601.80,113.19,45.40,38.26,1,3,1
