1,1,126.93,165.33,61.80,52.20,1,3,1
1,2,290.13,103.47,54.34,34.06,1,3,1
2,1,129.28,167.04,62.87,53.05,1,3,1
2,2,286.29,102.40,53.48,34.07,1,3,1
3,1,131.63,168.75,63.93,53.90,1,3,1
3,2,282.45,101.33,52.63,34.07,1,3,1
4,1,133.97,170.45,65.00,54.76,1,3,1
4,2,278.61,100.27,51.78,34.06,1,3,1
5,1,136.32,172.16,66.07,55.61,1,3,1
5,2,274.77,99.20,50.92,34.07,1,3,1
6,1,138.67,173.87,67.13,56.46,1,3,1
6,2,270.93,98.13,50.07,34.07,1,3,1
7,1,141.23,175.79,68.84,57.74,1,3,1
7,2,267.52,97.49,49.85,33.86,1,3,1
8,1,143.79,177.71,70.54,59.02,1,3,1
8,2,264.11,96.85,49.64,33.64,1,3,1
9,1,146.35,179.63,72.25,60.30,1,3,1
9,2,260.69,96.21,49.43,33.43,1,3,1
10,1,148.91,181.55,73.96,61.58,1,3,1
10,2,257.28,95.57,49.21,33.22,1,3,1
11,1,151.47,183.47,75.66,62.86,1,3,1
11,2,253.87,94.93,49.00,33.00,1,3,1
11,3,811.73,267.73,149.27,119.40,1,3,1
12,1,154.45,186.03,77.38,64.36,1,3,1
12,2,250.67,94.51,48.36,31.93,1,3,1
12,3,789.33,260.91,171.67,119.82,1,3,1
13,1,157.44,188.59,79.08,65.85,1,3,1
13,2,247.47,94.08,47.72,30.87,1,3,1
13,3,766.93,254.08,194.07,120.25,1,3,1
14,1,160.43,191.15,80.78,67.34,1,3,1
14,2,244.27,93.65,47.08,29.80,1,3,1
14,3,744.53,247.25,216.47,120.68,1,3,1
15,1,163.41,193.71,82.50,68.84,1,3,1
15,2,241.07,93.23,46.44,28.73,1,3,1
15,3,722.13,240.43,238.87,121.10,1,3,1
16,1,166.40,196.27,84.20,70.33,1,3,1
16,2,237.87,92.80,45.80,27.67,1,3,1
16,3,699.73,233.60,248.47,121.53,1,3,1
17,1,169.39,198.83,86.97,73.10,1,3,1
17,2,235.95,92.37,44.73,27.67,1,3,1
17,3,682.45,229.12,239.94,118.12,1,3,1
18,1,172.37,201.39,89.75,75.88,1,3,1
18,2,234.03,91.95,43.66,27.66,1,3,1
18,3,665.17,224.64,231.40,114.71,1,3,1
19,1,175.36,203.95,92.52,78.65,1,3,1
19,2,232.11,91.52,42.60,27.67,1,3,1
19,3,647.89,220.16,222.87,111.29,1,3,1
20,1,178.35,206.51,95.29,81.42,1,3,1
20,2,230.19,91.09,41.53,27.67,1,3,1
20,3,630.61,215.68,214.34,107.88,1,3,1
21,1,181.33,209.07,98.07,84.20,1,3,1
21,2,228.27,90.67,40.46,27.66,1,3,1
21,3,613.33,211.20,205.80,104.47,1,3,1
22,1,185.39,212.48,99.98,86.33,1,3,1
22,2,225.49,90.24,40.47,27.03,1,3,1
22,3,598.83,206.08,200.46,102.12,1,3,1
23,1,189.44,215.89,101.91,88.47,1,3,1
23,2,222.72,89.81,40.47,26.39,1,3,1
23,3,584.32,200.96,195.13,99.77,1,3,1
24,1,193.49,219.31,103.83,90.60,1,3,1
24,2,219.95,89.39,40.46,25.74,1,3,1
24,3,569.81,195.84,189.80,97.43,1,3,1
25,1,197.55,222.72,105.74,92.73,1,3,1
25,2,217.17,88.96,40.47,25.11,1,3,1
25,3,555.31,190.72,184.46,95.08,1,3,1
26,1,201.60,226.13,107.67,94.87,1,3,1
26,2,214.40,88.53,40.47,24.47,1,3,1
26,3,540.80,185.60,179.13,92.73,1,3,1
27,1,206.51,229.97,111.08,98.07,1,3,1
27,2,212.05,88.11,39.83,24.04,1,3,1
27,3,528.85,182.40,174.02,89.11,1,3,1
28,1,211.41,233.81,114.50,101.27,1,3,1
28,2,209.71,87.68,39.18,23.61,1,3,1
28,3,516.91,179.20,168.89,85.48,1,3,1
29,1,216.32,237.65,117.91,104.47,1,3,1
29,2,207.36,87.25,38.55,23.19,1,3,1
29,3,504.96,176.00,163.77,81.85,1,3,1
30,1,221.23,241.49,121.32,107.67,1,3,1
30,2,205.01,86.83,37.91,22.76,1,3,1
30,3,493.01,172.80,158.66,78.23,1,3,1
31,1,226.13,245.33,124.74,110.87,1,3,1
31,2,202.67,86.40,37.26,22.33,1,3,1
31,3,481.07,169.60,153.53,74.60,1,3,1
32,1,232.32,250.24,129.64,115.13,1,3,1
32,3,472.32,166.83,149.27,74.17,1,3,1
33,1,238.51,255.15,134.54,119.40,1,3,1
33,3,463.57,164.05,145.00,73.75,1,3,1
34,1,244.69,260.05,139.46,123.67,1,3,1
34,3,454.83,161.28,140.73,73.32,1,3,1
35,1,250.88,264.96,144.36,127.93,1,3,1
35,3,446.08,158.51,136.47,72.89,1,3,1
36,1,257.07,269.87,149.26,132.20,1,3,1
36,3,437.33,155.73,132.20,72.47,1,3,1
37,1,264.53,276.69,156.10,136.68,1,3,1
37,3,429.65,154.03,128.79,70.76,1,3,1
38,1,272.00,283.52,162.92,141.16,1,3,1
38,3,421.97,152.32,125.38,69.05,1,3,1
39,1,279.47,290.35,169.74,145.64,1,3,1
39,3,414.29,150.61,121.96,67.35,1,3,1
40,1,286.93,297.17,176.58,150.12,1,3,1
40,3,406.61,148.91,118.55,65.64,1,3,1
41,1,294.40,304.00,183.40,154.60,1,3,1
41,3,398.93,147.20,115.14,63.93,1,3,1
42,1,303.79,311.89,193.00,162.50,1,3,1
42,3,391.68,144.64,113.85,63.29,1,3,1
43,1,313.17,319.79,202.60,170.38,1,3,1
43,3,384.43,142.08,112.57,62.65,1,3,1
44,1,322.56,327.68,212.20,178.28,1,3,1
44,3,377.17,139.52,111.30,62.01,1,3,1
45,1,331.95,335.57,221.80,186.18,1,3,1
45,3,369.92,136.96,110.01,61.37,1,3,1
46,1,341.33,343.47,231.40,197.53,1,3,1
46,3,362.67,134.40,108.73,60.73,1,3,1
47,1,354.99,354.13,241.42,186.87,1,3,1
47,3,357.12,133.33,105.75,59.46,1,3,1
48,1,368.64,364.80,251.45,176.20,1,3,1
48,3,351.57,132.27,102.76,58.17,1,3,1
49,1,382.29,375.47,261.48,165.53,1,3,1
49,3,346.03,131.20,99.77,56.89,1,3,1
50,1,395.95,386.13,271.50,154.87,1,3,1
50,3,340.48,130.13,96.79,55.62,1,3,1
51,1,409.60,396.80,281.53,144.20,1,3,1
51,3,334.93,129.07,93.80,54.33,1,3,1
52,1,428.16,411.73,269.16,129.27,1,3,1
52,3,329.81,127.57,91.67,53.70,1,3,1
53,1,446.72,426.67,256.79,114.33,1,3,1
53,3,324.69,126.08,89.54,53.05,1,3,1
54,1,465.28,441.60,244.41,99.40,1,3,1
54,3,319.57,124.59,87.40,52.41,1,3,1
55,1,483.84,456.53,232.04,84.47,1,3,1
55,3,314.45,123.09,85.27,51.78,1,3,1
56,1,502.40,471.47,219.67,69.53,1,3,1
56,3,309.33,121.60,83.14,51.13,1,3,1
57,3,304.64,120.96,82.28,49.85,1,3,1
58,3,299.95,120.32,81.42,48.57,1,3,1
59,3,295.25,119.68,80.58,47.29,1,3,1
60,3,290.56,119.04,79.72,46.01,1,3,1
61,3,285.87,118.40,78.86,44.73,1,3,1
61,4,87.47,114.13,35.13,26.60,1,3,1
62,3,282.45,117.76,76.95,43.67,1,3,1
62,4,87.68,114.56,35.77,27.24,1,3,1
63,3,279.04,117.12,75.03,42.60,1,3,1
63,4,87.89,114.99,36.42,27.88,1,3,1
64,3,275.63,116.48,73.10,41.53,1,3,1
64,4,88.11,115.41,37.05,28.52,1,3,1
65,3,272.21,115.84,71.19,40.47,1,3,1
65,4,88.32,115.84,37.69,29.16,1,3,1
66,3,268.80,115.20,69.27,39.40,1,3,1
66,4,88.53,116.27,38.34,29.80,1,3,1
67,3,265.17,114.35,68.63,39.40,1,3,1
67,4,89.39,116.91,38.33,30.01,1,3,1
68,3,261.55,113.49,67.98,39.40,1,3,1
68,4,90.24,117.55,38.33,30.22,1,3,1
69,3,257.92,112.64,67.35,39.40,1,3,1
69,4,91.09,118.19,38.34,30.44,1,3,1
70,3,254.29,111.79,66.71,39.40,1,3,1
70,4,91.95,118.83,38.33,30.65,1,3,1
71,3,250.67,110.93,66.06,39.40,1,3,1
71,4,92.80,119.47,38.33,30.86,1,3,1
72,3,247.47,110.08,65.42,39.19,1,3,1
72,4,93.23,119.89,38.33,31.08,1,3,1
73,3,244.27,109.23,64.78,38.97,1,3,1
73,4,93.65,120.32,38.34,31.29,1,3,1
74,3,241.07,108.37,64.14,38.76,1,3,1
74,4,94.08,120.75,38.33,31.50,1,3,1
75,3,237.87,107.52,63.50,38.55,1,3,1
75,4,94.51,121.17,38.33,31.72,1,3,1
76,3,234.67,106.67,62.86,38.33,1,3,1
76,4,94.93,121.60,38.34,31.93,1,3,1
77,3,231.89,105.81,61.80,37.91,1,3,1
77,4,95.79,122.03,38.54,32.36,1,3,1
78,3,229.12,104.96,60.73,37.48,1,3,1
78,4,96.64,122.45,38.76,32.79,1,3,1
79,3,226.35,104.11,59.66,37.05,1,3,1
79,4,97.49,122.88,38.98,33.21,1,3,1
80,3,223.57,103.25,58.60,36.63,1,3,1
80,4,98.35,123.31,39.18,33.64,1,3,1
81,3,220.80,102.40,57.53,36.20,1,3,1
81,4,99.20,123.73,39.40,34.07,1,3,1
82,3,218.45,101.97,56.68,35.78,1,3,1
82,4,99.63,124.16,40.04,34.07,1,3,1
83,3,216.11,101.55,55.82,35.34,1,3,1
83,4,100.05,124.59,40.68,34.06,1,3,1
84,3,213.76,101.12,54.97,34.92,1,3,1
84,4,100.48,125.01,41.32,34.07,1,3,1
85,3,211.41,100.69,54.12,34.50,1,3,1
85,4,100.91,125.44,41.96,34.07,1,3,1
86,3,209.07,100.27,53.26,34.06,1,3,1
86,4,101.33,125.87,42.60,34.06,1,3,1
87,3,206.93,100.27,52.84,33.21,1,3,1
87,4,101.97,126.51,42.82,34.92,1,3,1
88,3,204.80,100.27,52.41,32.36,1,3,1
88,4,102.61,127.15,43.03,35.77,1,3,1
89,3,202.67,100.27,51.98,31.50,1,3,1
89,4,103.25,127.79,43.24,36.62,1,3,1
90,3,200.53,100.27,51.56,30.65,1,3,1
90,4,103.89,128.43,43.46,37.48,1,3,1
91,3,198.40,100.27,51.13,29.80,1,3,1
91,4,104.53,129.07,43.67,38.33,1,3,1
92,3,196.48,99.63,50.49,29.80,1,3,1
92,4,105.81,130.13,43.88,38.34,1,3,1
93,3,194.56,98.99,49.85,29.80,1,3,1
93,4,107.09,131.20,44.10,38.33,1,3,1
94,3,192.64,98.35,49.21,29.80,1,3,1
94,4,108.37,132.27,44.31,38.33,1,3,1
95,3,190.72,97.71,48.57,29.80,1,3,1
95,4,109.65,133.33,44.52,38.34,1,3,1
96,3,188.80,97.07,47.93,29.80,1,3,1
96,4,110.93,134.40,44.74,38.33,1,3,1
96,6,871.47,266.67,89.53,77.80,1,3,1
97,3,186.88,96.64,47.29,29.59,1,3,1
